127.0.0.1 - - [06/May/2024:21:56:17 -0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:33 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:33 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:33 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:34 -0700] "GET /201_final_project/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:34 -0700] "GET /201_final_project/household.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:34 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:34 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:34 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:40 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:41 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:41 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:41 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:41 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:41 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:41 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:41 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:51 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:52 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:52 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:52 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:52 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:52 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:52 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:52 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:05:59 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:00 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:06 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:09 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:10 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:10 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:10 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:12 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:17 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:18 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:18 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:18 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:18 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:18 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:18 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:18 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:20 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:20 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:20 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:20 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:20 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:20 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:20 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:21 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:21 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2927
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:21 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:21 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:21 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:21 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:27 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:28 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:29 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:41 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2928
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 493
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:06:42 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
